Epoch,D Loss,G Loss,Temp Loss,Thermal Loss,Fuel Loss,Burnup Loss,GenMean,GenStd
35,0.6901605129241943,20000000001.746002,54.93319531747623,0.004558205562102933,0.0,0.0,0.7016198635101318,0.2930671274662018
36,0.6850263476371765,20000000001.742733,54.76905495936815,0.0,0.0,0.0,0.7045825123786926,0.2879999577999115
37,0.691380500793457,20000000001.740944,54.58495144520829,0.0,0.0,0.0,0.712091863155365,0.2869712710380554
38,0.6833736300468445,20000000001.76114,54.355905256625604,0.0,0.0,0.0,0.7217218279838562,0.276801735162735
39,0.6786484718322754,20000000001.731445,54.361182433395804,9.351001848259544e-05,0.0,0.0,0.720595121383667,0.2765538692474365
40,0.6910959482192993,20000000001.736214,54.17065068340786,0.0,0.0,0.0,0.7262181639671326,0.27463293075561523
41,0.6717016696929932,20000000001.742214,54.07635936492109,0.0,0.0,0.0,0.7286222577095032,0.2736266553401947
42,0.6739194393157959,20000000001.74751,53.86807425467773,0.0,0.0,0.0,0.7300522327423096,0.2756243944168091
43,0.6715012192726135,20000000001.753326,53.89429256446612,0.0,0.0,0.0,0.7273849248886108,0.2806546986103058
44,0.6784772872924805,20000000001.73954,53.94059671561398,0.0,0.0,0.0,0.7260923981666565,0.28739896416664124
45,0.6826951503753662,20000000001.76152,53.911952742035815,0.0,0.0,0.005975837317928827,0.723705530166626,0.2907281219959259
46,0.6633620858192444,20000000001.741673,53.83098776333247,0.0069449086034279045,0.0,0.0,0.7199025750160217,0.2999010682106018
47,0.6774320602416992,20000000001.758045,53.76626531981342,0.009881442794842418,0.0,0.0,0.7180160284042358,0.3071880340576172
48,0.6756958961486816,20000000001.74876,53.80211712352318,0.006323203286278525,0.0,0.0,0.7139991521835327,0.31471478939056396
49,0.6772164106369019,20000000001.73427,53.66846638077284,0.01899564100119498,0.0,0.0,0.7222283482551575,0.30591487884521484
50,0.6631726026535034,20000000001.75435,53.68727762447226,0.020682556994023053,0.0,0.0,0.731287956237793,0.2967773675918579
51,0.6545936465263367,20000000001.74037,53.58837502060716,0.010367407316793496,0.0,0.0,0.7309139370918274,0.29947054386138916
52,0.6545482873916626,20000000001.719,53.611831042326784,0.03568408864194432,0.0,0.0,0.7338079214096069,0.29894179105758667
53,0.6716011166572571,20000000001.730442,53.523554228164954,0.005658301257784534,0.0,0.0,0.7415499091148376,0.28474345803260803
54,0.6645102500915527,20000000001.756557,53.54804181068561,0.0,0.0,0.0,0.7429003119468689,0.29255107045173645
55,0.6825315952301025,20000000001.761635,53.63701221253525,0.012416408673411802,0.0,0.0,0.7333110570907593,0.31460264325141907
56,0.681505560874939,20000000001.75668,53.61631214978698,0.0,0.0,0.0,0.7350918054580688,0.32027167081832886
57,0.672313928604126,20000000001.730778,53.5541665255642,0.0014745675138297665,0.0,0.0,0.7377843260765076,0.32282617688179016
58,0.6704880595207214,20000000001.77365,53.478142521779155,0.0,0.0,0.00010833356628818368,0.7439821362495422,0.31981179118156433
59,0.6791117191314697,20000000001.76325,53.457863091230244,0.0,0.0,0.0,0.7513854503631592,0.31084123253822327
60,0.6789370775222778,20000000001.742077,53.45296114976134,0.025071530836341276,0.0,0.0,0.7573568224906921,0.2962285578250885
61,0.6821638345718384,20000000001.757805,53.4675829157892,0.032643760617909474,0.0,0.0,0.7550306916236877,0.3009539842605591
62,0.6596622467041016,20000000001.715317,53.37546439823713,0.0490551751032986,0.0,0.0,0.7570655345916748,0.29834017157554626
63,0.6720246076583862,20000000001.70125,53.376757414593335,0.06280336205309078,0.0,0.0,0.748385488986969,0.31509876251220703
64,0.6641244292259216,20000000001.71186,53.4170277615971,0.15481118265521582,0.0,0.0,0.7355757355690002,0.33481064438819885
65,0.6713378429412842,20000000001.725166,53.35770658670612,0.10046270881775332,0.0,0.0,0.7275739312171936,0.3447720408439636
66,0.6660909056663513,20000000001.747646,53.27847599989788,0.0965362920098694,0.0,0.0,0.7252042889595032,0.3500567376613617
67,0.6579995155334473,20000000001.765285,53.373984746331466,0.0996419132891916,0.0,0.0,0.7208651304244995,0.3605445325374603
68,0.6746233701705933,20000000001.737057,53.33708513467049,0.10847842184750725,0.0,0.0,0.7163060307502747,0.37157317996025085
69,0.6557145118713379,20000000001.765167,53.302745776452,0.06429494521449684,0.0,0.007393747240346884,0.7289069890975952,0.3542759418487549
70,0.6661433577537537,20000000001.759315,53.23807533022334,0.03771396901118326,0.0,0.0,0.746068000793457,0.33163848519325256
71,0.6562085151672363,20000000001.75814,53.16963975462617,0.02797355876117945,0.0,0.0,0.7589754462242126,0.3154555857181549
72,0.6543294191360474,20000000001.754204,53.1869148617004,0.08952764487022909,0.0,0.0,0.7638408541679382,0.3089393377304077
73,0.6639502048492432,20000000001.754036,53.14228249821589,0.005853807833836645,0.0,0.0,0.768602728843689,0.2980611324310303
74,0.6558179259300232,20000000001.762352,53.19804055935209,0.05788771906659721,0.0,0.0,0.7639562487602234,0.3085482120513916
75,0.6431348323822021,20000000001.734444,53.19669336059324,0.058277262419163575,0.0,0.0,0.7621428966522217,0.3103676736354828
76,0.6555560827255249,20000000001.76638,53.11524381558585,0.04346680252221588,0.0,0.0,0.7588261961936951,0.3165912628173828
77,0.6462924480438232,20000000001.790348,53.192097834536796,0.13480773077503927,0.0,0.0,0.7430541515350342,0.3380635976791382
78,0.6524716019630432,20000000001.76435,53.11908436126659,0.08930827386202128,0.0,0.0,0.7397847771644592,0.3430539071559906
79,0.6573433876037598,20000000001.74889,53.170966337991445,0.1690471797610728,0.0,0.0,0.7274118065834045,0.3601910471916199
80,0.6562134623527527,20000000001.75009,53.141644654473225,0.16697778126628066,0.0,0.0,0.729800283908844,0.35188356041908264
81,0.6687271595001221,20000000001.737583,53.10856479712875,0.1360185619965724,0.0,0.0007489163170073384,0.7280053496360779,0.35404905676841736
82,0.6465442180633545,20000000001.739887,53.045208368665044,0.09973637270235211,0.0,0.0,0.7369337677955627,0.3392418920993805
83,0.6344420909881592,20000000001.77095,53.082462088435875,0.11291131362840975,0.0,0.0,0.7303740978240967,0.3504455089569092
84,0.6589986085891724,20000000001.764706,53.082878275984314,0.0745178887595914,0.0,0.0022505743857084573,0.7345659136772156,0.3460582494735718
85,0.6597744226455688,20000000001.789608,53.04987954347753,0.1032830676280027,0.0,0.0,0.7464656829833984,0.33537793159484863
86,0.6492708921432495,20000000001.777336,53.04692937215538,0.06324111480500892,0.0,0.0,0.7506965398788452,0.33207911252975464
87,0.6507523059844971,20000000001.772232,53.08478672256567,0.12259808223592016,0.0,0.0,0.7601314783096313,0.31746581196784973
88,0.6557802557945251,20000000001.771217,53.032000933633476,0.08009891983197095,0.0,0.0,0.763089120388031,0.31326737999916077
89,0.6349741220474243,20000000001.77023,53.066891381347844,0.09191029520406445,0.0,0.0,0.7617128491401672,0.3167637288570404
90,0.6392996311187744,20000000001.793644,53.06890295266863,0.1261035356425766,0.0,0.0,0.7534967660903931,0.3272000551223755
91,0.6492022275924683,20000000001.767273,53.051692392230194,0.142795348788918,0.0,0.0,0.7460587024688721,0.333413302898407
92,0.6496028304100037,20000000001.733475,53.028858425631945,0.11782702493289647,0.0,0.0,0.7415357232093811,0.3403645157814026
93,0.632358193397522,20000000001.808025,53.03670906804785,0.11114878599264486,0.0,0.0,0.7435526251792908,0.34564658999443054
94,0.6425894498825073,20000000001.7607,53.02902142248503,0.1802487148172167,0.0,0.0,0.7392091155052185,0.35173889994621277
95,0.6559787392616272,20000000001.78936,53.05530798957075,0.20252421918966163,0.0,0.0,0.7372980713844299,0.3567701578140259
96,0.6564451456069946,20000000001.76736,53.0529650347505,0.13519650327373706,0.0,0.0,0.7463686466217041,0.34927302598953247
97,0.6357476711273193,20000000001.802864,53.03284158559162,0.125857778561804,0.0,0.0,0.7460851073265076,0.34483852982521057
98,0.6534866094589233,20000000001.779568,53.02281750873364,0.10287634877841502,0.0,0.0,0.750649094581604,0.3392818868160248
99,0.6474742889404297,20000000001.817745,53.01008115894797,0.06453509117564078,0.0,0.0,0.75519198179245,0.33245378732681274
100,0.6307801008224487,20000000001.80662,53.05496744919937,0.03699172734364377,0.0,0.004588493789372425,0.7539433836936951,0.3306976556777954
101,0.6354044675827026,20000000001.80259,53.00821339913355,0.015630956788664722,0.0,0.0004556550471577165,0.7546868920326233,0.327335000038147
102,0.6443396806716919,20000000001.831154,53.00574486568831,0.03723764686381037,0.0,0.0,0.7557821869850159,0.32612451910972595
103,0.6265892386436462,20000000001.819004,52.99009629981484,0.02698205746528551,0.0,0.005578079703856895,0.7454987168312073,0.3372122049331665
104,0.6411005258560181,20000000001.773888,52.97974158426429,0.045171900364683354,0.0,0.006616074184475287,0.7466485500335693,0.33659353852272034
105,0.6445112824440002,20000000001.816895,52.987250231611995,0.06728900221749454,0.0,0.006162749319920376,0.7504394054412842,0.33327096700668335
106,0.6431916952133179,20000000001.784214,53.0094635491814,0.03524197153435412,0.0,0.0027068521546597876,0.751897394657135,0.3268236517906189
107,0.6345261335372925,20000000001.772808,53.05490689658134,0.03350298686416022,0.0,0.012199441431981504,0.7406490445137024,0.342623233795166
108,0.648856520652771,20000000001.79378,53.02727728717169,0.0035152931846350113,0.0,0.02133406372203914,0.7498989105224609,0.325998991727829
109,0.6394364833831787,20000000001.81797,53.05719064328636,0.005220421242970664,0.0,0.015540248159146258,0.7432746291160583,0.33075031638145447
110,0.641939103603363,20000000001.828117,53.02268380191971,0.020650020369927708,0.0,0.020269917446924236,0.7455360889434814,0.33549565076828003
111,0.6279977560043335,20000000001.838585,53.039321154758085,0.010891170106245941,0.0,0.02181965893684665,0.7532625794410706,0.3254125416278839
112,0.6263092160224915,20000000001.81876,53.052735700392276,0.00878690881142841,0.0,0.0186537657505161,0.7568007111549377,0.31851038336753845
113,0.6304198503494263,20000000001.81066,53.035525671150054,0.009269201475912765,0.0,0.016579798433998826,0.7621893286705017,0.3129427134990692
114,0.6519769430160522,20000000001.815166,53.07920848117823,0.001389016017402156,0.0,0.02638509813685637,0.7550710439682007,0.3152378499507904
115,0.6410710215568542,20000000001.78468,53.08532133170335,0.003555493112919965,0.0,0.021105477334903665,0.7516542077064514,0.3249469995498657
116,0.6501706838607788,20000000001.796436,53.107862838111714,0.007171281901054181,0.0,0.024585718535398458,0.7440497875213623,0.3284567594528198
117,0.6504372358322144,20000000001.83964,53.070235787766954,0.0,0.0,0.02851982807372319,0.7504510283470154,0.32521480321884155
118,0.6473254561424255,20000000001.819866,53.06997124103731,0.011866110876690962,0.0,0.012707416566552394,0.7480722665786743,0.3221263289451599
119,0.6475815773010254,20000000001.813583,53.09220328614326,0.009310394800294958,0.0,0.017790319369142986,0.7508945465087891,0.3204580843448639
120,0.6518412828445435,20000000001.81317,53.12223432005167,0.005345730282808811,0.0,0.02011474556151263,0.7444639801979065,0.32482561469078064
121,0.6503257751464844,20000000001.836803,53.14027672680116,0.007723919049493714,0.0,0.031579117779773895,0.7435846328735352,0.32765063643455505
122,0.6291639804840088,20000000001.82178,53.158371624446495,0.0,0.0,0.037169518692934424,0.7405173778533936,0.33213695883750916
123,0.6264731884002686,20000000001.811832,53.20474773052614,0.0,0.0,0.035739028950928876,0.7415516376495361,0.3305056393146515
124,0.6390019655227661,20000000001.824318,53.19669389760812,0.0048716380933687825,0.0,0.028251761930144514,0.7448957562446594,0.3240804076194763
125,0.6524004340171814,20000000001.783104,53.21492134952352,0.0,0.0,0.03834974384640424,0.7423421740531921,0.3224108815193176
126,0.6514489054679871,20000000001.816868,53.20665966780994,0.0,0.0,0.04312862943569652,0.7468511462211609,0.32317572832107544
127,0.6615018844604492,20000000001.824856,53.14900029628467,0.0,0.0,0.05964775520536748,0.7471010684967041,0.3265494406223297
128,0.6504107713699341,20000000001.80795,53.293117852476755,0.0,0.0,0.040982190834480785,0.7493707537651062,0.32216906547546387
129,0.6666678786277771,20000000001.844357,53.305216408832905,0.0,0.0,0.026937603333919428,0.7441227436065674,0.3223145306110382
130,0.6478545069694519,20000000001.788464,53.24933921814815,0.0,0.0,0.0404265471858317,0.7446070313453674,0.31739598512649536
131,0.6506208181381226,20000000001.76874,53.264268528467625,0.0,0.0,0.041777516807145816,0.7418909668922424,0.3262472450733185
132,0.649259090423584,20000000001.82126,53.28767754900018,0.0,0.0,0.04389924797088012,0.7370424866676331,0.33519479632377625
133,0.6460046768188477,20000000001.810505,53.38448213827124,0.001236544151836303,0.0,0.03915844163402379,0.7416355609893799,0.3265879154205322
134,0.6501226425170898,20000000001.81638,53.36782854897537,0.0,0.0,0.023407911340882253,0.744227409362793,0.32475417852401733
135,0.6580320596694946,20000000001.780704,53.36382590999064,0.0,0.0,0.02178890208372092,0.7467359304428101,0.3228421211242676
136,0.6478986740112305,20000000001.7865,53.40878390079742,0.0,0.0,0.031449206321587604,0.7481426000595093,0.32149583101272583
137,0.6551335453987122,20000000001.785343,53.395389524026164,0.0,0.0,0.03829581837320724,0.7433915734291077,0.32371002435684204
138,0.6569280624389648,20000000001.819477,53.4625167635968,0.0,0.0,0.04532032384478182,0.7450178265571594,0.3245571553707123
139,0.6592391729354858,20000000001.80022,53.50726138419357,0.0,0.0,0.04372725032583724,0.7430187463760376,0.324648380279541
140,0.6484408378601074,20000000001.792393,53.48750861536503,0.0,0.0,0.0320532677415573,0.7472812533378601,0.3222571611404419
141,0.6554648876190186,20000000001.80324,53.5564214950751,0.0,0.0,0.023498591850659334,0.745368242263794,0.319741427898407
142,0.6555190086364746,20000000001.816692,53.65982006279062,0.0,0.0,0.04013097474173437,0.7415528893470764,0.32603785395622253
143,0.6452724933624268,20000000001.77334,53.59505224797512,0.0,0.0,0.0558499415593772,0.7424734234809875,0.3276718854904175
144,0.6646089553833008,20000000001.813515,53.69728244196054,0.0,0.0,0.04272377604143747,0.7362939715385437,0.33210015296936035
145,0.647646427154541,20000000001.767834,53.64736374905623,0.0,0.0,0.054268459722822515,0.7439165711402893,0.3205299377441406
146,0.653042733669281,20000000001.81781,53.74770208911747,0.002309416864138599,0.0,0.028543227142128445,0.7367899417877197,0.33213621377944946
147,0.6633895039558411,20000000001.820404,53.763275588556475,0.0,0.0,0.048371552103102594,0.7383377552032471,0.32535868883132935
148,0.6586041450500488,20000000001.787468,53.75667376626768,0.0,0.0,0.04811658822805253,0.7386723160743713,0.32428908348083496
149,0.6454946994781494,20000000001.78593,53.9883929551255,0.0,0.0,0.06160423576052079,0.7417585849761963,0.31916868686676025
150,0.6570321917533875,20000000001.789093,53.95667249510115,0.0,0.0,0.0750487738359765,0.7397140264511108,0.3286512792110443
151,0.6545461416244507,20000000001.78832,53.96391197348097,0.0,0.0,0.0636345889171468,0.7417619824409485,0.32254520058631897
152,0.658560037612915,20000000001.79615,53.80487289223274,0.0,0.0,0.05672435627399698,0.7426611185073853,0.3234187960624695
153,0.6571999788284302,20000000001.797054,53.98219950210384,0.0,0.0,0.03496683636381895,0.7457193732261658,0.3187474310398102
154,0.6497235298156738,20000000001.796486,53.88923080581332,0.0,0.0,0.017336026095936433,0.7400133609771729,0.32698875665664673
155,0.6446161270141602,20000000001.802135,53.86796731225757,0.0,0.0,0.053007429549549956,0.745022714138031,0.32220473885536194
156,0.6553142666816711,20000000001.7737,53.96133443844497,0.0,0.0,0.024153171481287795,0.7371692657470703,0.32647404074668884
157,0.6431555151939392,20000000001.782307,53.91332067600487,0.0,0.0,0.021078731044429574,0.7317327260971069,0.33215904235839844
158,0.6564030647277832,20000000001.7899,53.947228308672926,0.0,0.0,0.029340596838591266,0.7346586585044861,0.3267247676849365
159,0.6459212303161621,20000000001.82413,53.855717942545574,0.0,0.0,0.032630552355132396,0.7426138520240784,0.31989380717277527
160,0.6638696789741516,20000000001.81878,53.82873310660674,0.0,0.0,0.021418883937854474,0.7421630620956421,0.3238365352153778
161,0.6634525060653687,20000000001.767994,53.936669222051506,0.0,0.0,0.02428860171996855,0.7380086779594421,0.32734665274620056
162,0.6436004638671875,20000000001.818268,53.92403262277965,0.0,0.0,0.010749949834028605,0.7379984259605408,0.32501545548439026
163,0.6522114872932434,20000000001.773857,53.92953005478424,0.0,0.0,0.049809463971681,0.729749321937561,0.33324846625328064
164,0.6668270826339722,20000000001.774178,53.97274242949635,0.0,0.0,0.05760931734067149,0.7359087467193604,0.32559022307395935
165,0.6568217277526855,20000000001.78956,53.83938808312707,0.0,0.0,0.0331460866472444,0.7367678284645081,0.3206098973751068
166,0.6522625684738159,20000000001.769836,53.84596805314772,0.0,0.0,0.0577922496653627,0.7329879403114319,0.3290995955467224
167,0.657178521156311,20000000001.784855,53.859235749138094,0.0,0.0,0.04529171494745425,0.7346563935279846,0.3294595777988434
168,0.6603562831878662,20000000001.79633,53.91369861055455,0.0,0.0,0.05491708659129703,0.730612576007843,0.33043530583381653
169,0.6624870896339417,20000000001.786766,53.719115060064404,0.0,0.0,0.030782591816592153,0.7420551776885986,0.31845465302467346
170,0.6640613079071045,20000000001.80995,53.772343055173614,0.0,0.0,0.05382118838290535,0.7467359304428101,0.31670135259628296
171,0.6616919040679932,20000000001.781223,53.820878651813764,0.0,0.0,0.031056184731156858,0.7333926558494568,0.32679763436317444
172,0.6490875482559204,20000000001.783726,54.021371629073954,0.0,0.0,0.03962579563882715,0.7361323833465576,0.3310496509075165
173,0.6508371233940125,20000000001.817577,53.80359806979347,0.0,0.0,0.024385642951310148,0.7336009740829468,0.33135437965393066
174,0.6600067615509033,20000000001.79559,54.02537333976086,0.0,0.0,0.029838127049145485,0.7339193224906921,0.3224025368690491
175,0.6491236090660095,20000000001.78457,53.897253228268795,0.0,0.0,0.03375102984295894,0.7362185120582581,0.32444021105766296
176,0.6497105360031128,20000000001.813904,53.996042776757974,0.0,0.0,0.014481587776718836,0.7377846240997314,0.3196449279785156
177,0.6598925590515137,20000000001.801086,53.73784343180194,0.0,0.0,0.03682748628000494,0.733618974685669,0.3295802175998688
178,0.6551871299743652,20000000001.793663,54.26778260765625,0.0,0.0,0.007669078670129325,0.726253867149353,0.3288215696811676
179,0.6425157785415649,20000000001.860817,54.43862348799378,0.0,0.0,0.024887084129243228,0.7219840884208679,0.3338564336299896
180,0.6506848335266113,20000000001.82545,54.04246577086587,0.0,0.0,0.02960382193082218,0.7376821041107178,0.32217538356781006
181,0.6389450430870056,20000000001.811317,53.97525250623332,0.0,0.0,0.01591982663419454,0.7359802722930908,0.3211419880390167
182,0.6593747138977051,20000000001.83579,54.20663644413179,0.0,0.0,0.02553542723118565,0.7286569476127625,0.3333931565284729
183,0.6458156108856201,20000000001.81927,54.22489057571544,0.0,0.0,0.0,0.7304502725601196,0.3284434378147125
184,0.6568049192428589,20000000001.85545,54.49313067472586,0.0,0.0,0.019697460589299297,0.7354760766029358,0.3244718909263611
185,0.64508056640625,20000000001.81771,54.26676435765593,0.0,0.0,0.006738437762750715,0.7355497479438782,0.32355058193206787
186,0.6386767625808716,20000000001.828564,54.26010798565943,0.0,0.0,0.010041424656076877,0.7290534377098083,0.3289221525192261
187,0.6520274877548218,20000000001.796783,54.5457535765492,0.0,0.0,0.04569426705797101,0.7310323715209961,0.32615968585014343
188,0.6605543494224548,20000000001.822758,54.41853031615966,0.0,0.0,0.029334743861259855,0.7324758172035217,0.32439136505126953
189,0.6281636357307434,20000000001.83999,54.25415860867682,0.0,0.0,0.046998615574900794,0.7418413758277893,0.3193858861923218
190,0.6548067331314087,20000000001.829464,54.151221589607914,0.0,0.0,0.039377421773487256,0.7335830330848694,0.32710447907447815
191,0.6380085945129395,20000000001.828514,54.18342060602593,0.0,0.0,0.0340635848990217,0.7337930798530579,0.32893165946006775
192,0.6408146619796753,20000000001.83361,54.30520237778975,0.0,0.0,0.015883869470914695,0.7207968235015869,0.3378198742866516
193,0.6396728754043579,20000000001.80672,54.038800837355005,0.0,0.0,0.01538031456566305,0.7343223094940186,0.3272395133972168
194,0.6520094275474548,20000000001.8297,54.12139989859288,0.0,0.0,0.02936955276602314,0.7418872714042664,0.31863564252853394
195,0.6226826906204224,20000000001.819572,53.87339000506191,0.0,0.0,0.011642212199521806,0.74721759557724,0.31323543190956116
196,0.6370651721954346,20000000001.858246,54.10684455858151,0.0,0.0,0.026889689289442183,0.7455664277076721,0.31303825974464417
197,0.6330817937850952,20000000001.824654,54.02655753744496,0.0,0.0,0.012934426246995673,0.7384780645370483,0.32512181997299194
198,0.6362857818603516,20000000001.83654,53.910360430836015,0.0,0.0,0.006132923802154877,0.7400585412979126,0.3206997215747833
199,0.6518845558166504,20000000001.87619,53.960518627997004,0.0,0.0,0.012021840559847473,0.7352021932601929,0.32602566480636597
200,0.6429263949394226,20000000001.845493,54.15197902080306,0.0,0.0,0.03214510853005615,0.7333800792694092,0.32933393120765686
201,0.6227213144302368,20000000001.852642,53.96412786072617,0.0,0.0,0.0,0.74579256772995,0.31904682517051697
202,0.6387821435928345,20000000001.888542,54.02797385513996,0.0,0.0,0.032177801476798544,0.737423837184906,0.32063716650009155
203,0.6451985836029053,20000000001.865788,53.95922672473624,0.0,0.0,0.00263500792440338,0.7407958507537842,0.31929850578308105
204,0.629520833492279,20000000001.849228,54.00343634810271,0.0,0.0,0.006449969871258329,0.7370483875274658,0.32410910725593567
205,0.619293212890625,20000000001.840546,54.04828106557237,0.0,0.0,0.0015893716355314196,0.7377662658691406,0.32024720311164856
206,0.6192017793655396,20000000001.910942,54.10602417571334,0.0,0.0,0.005735980687738528,0.7318166494369507,0.3333723247051239
207,0.6185339689254761,20000000001.845177,54.274976581423175,0.0,0.0,0.017144772634125394,0.738071620464325,0.3229866921901703
208,0.6462016105651855,20000000001.867016,54.29361057804019,0.0,0.0,0.023565695720324152,0.7349399328231812,0.3254680335521698
209,0.6120706796646118,20000000001.892895,54.37303916541954,0.0,0.0,0.035608416932459995,0.7387668490409851,0.32064950466156006
210,0.6331768035888672,20000000001.846817,54.19296462072895,0.0,0.0,0.0,0.7390579581260681,0.31652501225471497
211,0.6192251443862915,20000000001.877693,54.49090824471755,0.0,0.0,0.011777719145602526,0.7320600152015686,0.32711097598075867
212,0.629336953163147,20000000001.863304,54.18890276110623,0.0,0.0,0.00393769320589769,0.7322237491607666,0.33044570684432983
213,0.6323362588882446,20000000001.869026,53.97609445869459,0.0,0.0,0.022712257236010742,0.7333253622055054,0.32569819688796997
214,0.6274966597557068,20000000001.80585,54.09398581006208,0.0,0.0,0.013866883512846626,0.7353959679603577,0.32461708784103394
215,0.6406275033950806,20000000001.949226,54.08759232124236,0.0,0.0,0.021928424044652808,0.7408350110054016,0.3164348900318146
216,0.6157352924346924,20000000001.84602,53.92216363091456,0.0,0.0,0.0164237184083712,0.745473325252533,0.31262311339378357
217,0.611013650894165,20000000001.90957,54.22175657202109,0.0,0.0,0.02888912975674533,0.7294225096702576,0.32867124676704407
218,0.6186143159866333,20000000001.912693,54.01045478709704,0.0,0.0,0.007771714827561972,0.7348650097846985,0.3277186453342438
219,0.6298322677612305,20000000001.85421,53.967840940375645,0.0,0.0,0.0,0.7280805706977844,0.32790789008140564
